parent,state_code,state,category,term,state_percentage,state_percentage_label,state_term_percentage_label,state_term_percentage
origin,All,All,Education,screening & exams,0.0177,1.77%,1.44%,0.0144
origin,All,All,Education,more education,0.0177,1.77%,16.03%,0.1603
origin,All,All,Education,english as a second language (esl),0.0177,1.77%,19.56%,0.1956
origin,All,All,Education,supported employment,0.0177,1.77%,9.24%,0.0924
origin,All,All,Education,alternative education,0.0177,1.77%,2.22%,0.0222
origin,All,All,Education,ged/high-school equivalency,0.0177,1.77%,6.77%,0.0677
origin,All,All,Education,computer class,0.0177,1.77%,4.89%,0.0489
origin,All,All,Education,basic literacy,0.0177,1.77%,1.29%,0.0129
origin,All,All,Education,education,0.0177,1.77%,2.03%,0.0203
origin,All,All,Education,specialized training,0.0177,1.77%,8.53%,0.0853
origin,All,All,Education,tutoring,0.0177,1.77%,3.19%,0.0319
origin,All,All,Education,help find school,0.0177,1.77%,3.41%,0.0341
origin,All,All,Work,interview training,0.0075,0.75%,1.74%,0.0174
origin,All,All,Work,work,0.0075,0.75%,4.9%,0.049
origin,All,All,Work,job placement,0.0075,0.75%,49.47%,0.4947
origin,All,All,Work,resume development,0.0075,0.75%,2.66%,0.0266
origin,All,All,Work,employment,0.0075,0.75%,1.3%,0.013
origin,All,All,Work,help find work,0.0075,0.75%,35.41%,0.3541
origin,All,All,Legal,mediation,0.009,0.9%,3.54%,0.0354
origin,All,All,Legal,identification recovery,0.009,0.9%,3.28%,0.0328
origin,All,All,Legal,guardianship,0.009,0.9%,1.91%,0.0191
origin,All,All,Legal,legal,0.009,0.9%,3.07%,0.0307
origin,All,All,Legal,workplace rights,0.009,0.9%,4.35%,0.0435
origin,All,All,Legal,notary,0.009,0.9%,1.44%,0.0144
origin,All,All,Legal,citizenship & immigration,0.009,0.9%,16.95%,0.1695
origin,All,All,Legal,legal aid,0.009,0.9%,1.03%,0.0103
origin,All,All,Legal,translation & interpretation,0.009,0.9%,4.93%,0.0493
origin,All,All,Legal,representation,0.009,0.9%,19.25%,0.1925
origin,All,All,Legal,advocacy & legal aid,0.009,0.9%,30.91%,0.3091
origin,All,All,Legal,discrimination & civil rights,0.009,0.9%,4.76%,0.0476
origin,All,All,Care,residential care,0.0424,4.24%,1.91%,0.0191
origin,All,All,Care,care,0.0424,4.24%,2.62%,0.0262
origin,All,All,Care,animal welfare,0.0424,4.24%,8.31%,0.0831
origin,All,All,Care,day camp,0.0424,4.24%,1.09%,0.0109
origin,All,All,Care,physical safety,0.0424,4.24%,1.69%,0.0169
origin,All,All,Care,peer support,0.0424,4.24%,1.25%,0.0125
origin,All,All,Care,bereavement,0.0424,4.24%,4.08%,0.0408
origin,All,All,Care,relief for caregivers,0.0424,4.24%,1.64%,0.0164
origin,All,All,Care,preschool,0.0424,4.24%,1.68%,0.0168
origin,All,All,Care,navigating the system,0.0424,4.24%,6.4%,0.064
origin,All,All,Care,head start,0.0424,4.24%,2.36%,0.0236
origin,All,All,Care,adoption & foster care,0.0424,4.24%,1.17%,0.0117
origin,All,All,Care,recreation,0.0424,4.24%,1.47%,0.0147
origin,All,All,Care,support groups,0.0424,4.24%,18.98%,0.1898
origin,All,All,Care,after school care,0.0424,4.24%,1.03%,0.0103
origin,All,All,Care,support network,0.0424,4.24%,14.49%,0.1449
origin,All,All,Care,burial & funeral help,0.0424,4.24%,4.66%,0.0466
origin,All,All,Care,mentoring,0.0424,4.24%,1.62%,0.0162
origin,All,All,Care,childcare,0.0424,4.24%,2.6%,0.026
origin,All,All,Care,adult daycare,0.0424,4.24%,2.53%,0.0253
origin,All,All,Care,case management,0.0424,4.24%,2.26%,0.0226
origin,All,All,Care,daytime care,0.0424,4.24%,2.41%,0.0241
origin,All,All,Transit,help pay for gas,0.0381,3.81%,11.99%,0.1199
origin,All,All,Transit,transportation for healthcare,0.0381,3.81%,21.49%,0.2149
origin,All,All,Transit,transportation,0.0381,3.81%,42.9%,0.429
origin,All,All,Transit,help pay for transit,0.0381,3.81%,9.01%,0.0901
origin,All,All,Transit,bus passes,0.0381,3.81%,8.89%,0.0889
origin,All,All,Transit,transit,0.0381,3.81%,1.08%,0.0108
origin,All,All,Other,"food pantry, food delivery, emergency food, nutrition education, transportation, medical supplies, medical safety, help find housing, housing advice, maintenance & repair, residential housing, addiction & recovery, mental health care, end of life car",0.2949,29.49%,1.72%,0.0172
origin,All,All,Other,other,0.2949,29.49%,80.22%,0.8022
origin,All,All,Food,food pantry,0.1045,10.45%,55.98%,0.5598
origin,All,All,Food,help pay for food,0.1045,10.45%,6.52%,0.0652
origin,All,All,Food,nutrition education,0.1045,10.45%,1.68%,0.0168
origin,All,All,Food,pantry,0.1045,10.45%,2.03%,0.0203
origin,All,All,Food,food,0.1045,10.45%,2.37%,0.0237
origin,All,All,Food,food delivery,0.1045,10.45%,10.65%,0.1065
origin,All,All,Food,emergency food,0.1045,10.45%,7.18%,0.0718
origin,All,All,Food,meals,0.1045,10.45%,6.52%,0.0652
origin,All,All,Food,government food benefits,0.1045,10.45%,4.42%,0.0442
origin,All,All,Food,community gardens,0.1045,10.45%,1.12%,0.0112
origin,All,All,Postal,postal,0.1568,15.68%,100%,1
origin,All,All,Goods,home goods,0.0381,3.81%,4.38%,0.0438
origin,All,All,Goods,diapers & formula,0.0381,3.81%,10.7%,0.107
origin,All,All,Goods,personal safety,0.0381,3.81%,2.53%,0.0253
origin,All,All,Goods,personal care items,0.0381,3.81%,4.1%,0.041
origin,All,All,Goods,baby clothes,0.0381,3.81%,2.31%,0.0231
origin,All,All,Goods,blankets & fans,0.0381,3.81%,1.05%,0.0105
origin,All,All,Goods,assistive technology,0.0381,3.81%,2.2%,0.022
origin,All,All,Goods,baby supplies,0.0381,3.81%,8.26%,0.0826
origin,All,All,Goods,support & service animals,0.0381,3.81%,1.79%,0.0179
origin,All,All,Goods,clothing,0.0381,3.81%,23.67%,0.2367
origin,All,All,Goods,clothes for work,0.0381,3.81%,1.45%,0.0145
origin,All,All,Goods,efficient appliances,0.0381,3.81%,1.83%,0.0183
origin,All,All,Goods,supplies for school,0.0381,3.81%,2.49%,0.0249
origin,All,All,Goods,clothes for school,0.0381,3.81%,1.23%,0.0123
origin,All,All,Goods,toys & gifts,0.0381,3.81%,11.88%,0.1188
origin,All,All,Goods,furniture,0.0381,3.81%,10.92%,0.1092
origin,All,All,Goods,clothing vouchers,0.0381,3.81%,1.64%,0.0164
origin,All,All,Money,financial assistance,0.0592,5.92%,44.92%,0.4492
origin,All,All,Money,financial aid & loans,0.0592,5.92%,6.41%,0.0641
origin,All,All,Money,money,0.0592,5.92%,1.54%,0.0154
origin,All,All,Money,tax preparation,0.0592,5.92%,1.55%,0.0155
origin,All,All,Money,understand government programs,0.0592,5.92%,2.62%,0.0262
origin,All,All,Money,personal loans,0.0592,5.92%,4.78%,0.0478
origin,All,All,Money,help pay for car,0.0592,5.92%,11.63%,0.1163
origin,All,All,Money,government benefits,0.0592,5.92%,4.19%,0.0419
origin,All,All,Money,help pay for school,0.0592,5.92%,2.92%,0.0292
origin,All,All,Money,help pay for childcare,0.0592,5.92%,3.18%,0.0318
origin,All,All,Money,emergency payments,0.0592,5.92%,4.34%,0.0434
origin,All,All,Money,financial education,0.0592,5.92%,1.8%,0.018
origin,All,All,Money,help pay for work expenses,0.0592,5.92%,1.34%,0.0134
origin,All,All,Money,unemployment benefits,0.0592,5.92%,1.16%,0.0116
"",AK,Alaska,origin,origin,0,"","",0
origin,AK,Alaska,Money,help pay for work expenses,0.1035,10.35%,1.22%,0.0122
origin,AK,Alaska,Money,financial assistance,0.1035,10.35%,57.99%,0.5799
origin,AK,Alaska,Money,understand government programs,0.1035,10.35%,1.08%,0.0108
origin,AK,Alaska,Money,help pay for school,0.1035,10.35%,7.1%,0.071
origin,AK,Alaska,Money,help pay for childcare,0.1035,10.35%,1.6%,0.016
origin,AK,Alaska,Money,tax preparation,0.1035,10.35%,1.24%,0.0124
origin,AK,Alaska,Money,financial aid & loans,0.1035,10.35%,2.62%,0.0262
origin,AK,Alaska,Money,personal loans,0.1035,10.35%,1.51%,0.0151
origin,AK,Alaska,Money,insurance,0.1035,10.35%,1.76%,0.0176
origin,AK,Alaska,Money,government benefits,0.1035,10.35%,8.36%,0.0836
origin,AK,Alaska,Money,financial education,0.1035,10.35%,5.54%,0.0554
origin,AK,Alaska,Money,help pay for car,0.1035,10.35%,5.19%,0.0519
origin,AK,Alaska,Work,job placement,0.0055,0.55%,27.9%,0.279
origin,AK,Alaska,Work,help find work,0.0055,0.55%,67.41%,0.6741
origin,AK,Alaska,Work,resume development,0.0055,0.55%,2.35%,0.0235
origin,AK,Alaska,Postal,postal,0.0746,7.46%,100%,1
origin,AK,Alaska,Housing,long-term housing,0.0816,8.16%,4.82%,0.0482
origin,AK,Alaska,Housing,housing advice,0.0816,8.16%,2.31%,0.0231
origin,AK,Alaska,Housing,help pay for internet or phone,0.0816,8.16%,4.44%,0.0444
origin,AK,Alaska,Housing,residential housing,0.0816,8.16%,4.34%,0.0434
origin,AK,Alaska,Housing,help pay for housing,0.0816,8.16%,30.9%,0.309
origin,AK,Alaska,Housing,help pay for utilities,0.0816,8.16%,7.45%,0.0745
origin,AK,Alaska,Housing,housing vouchers,0.0816,8.16%,2.7%,0.027
origin,AK,Alaska,Housing,temporary shelter,0.0816,8.16%,10.43%,0.1043
origin,AK,Alaska,Housing,maintenance & repairs,0.0816,8.16%,8.08%,0.0808
origin,AK,Alaska,Housing,public housing,0.0816,8.16%,1.82%,0.0182
origin,AK,Alaska,Housing,sober living,0.0816,8.16%,1.26%,0.0126
origin,AK,Alaska,Housing,help find housing,0.0816,8.16%,8.6%,0.086
origin,AK,Alaska,Housing,health & safety,0.0816,8.16%,1.51%,0.0151
origin,AK,Alaska,Housing,efficiency upgrades,0.0816,8.16%,2.16%,0.0216
origin,AK,Alaska,Housing,short-term housing,0.0816,8.16%,2.85%,0.0285
origin,AK,Alaska,Transit,help pay for transit,0.0737,7.37%,10.52%,0.1052
origin,AK,Alaska,Transit,bus passes,0.0737,7.37%,3.34%,0.0334
origin,AK,Alaska,Transit,transportation,0.0737,7.37%,74.58%,0.7458
origin,AK,Alaska,Transit,help pay for gas,0.0737,7.37%,4.87%,0.0487
origin,AK,Alaska,Transit,transportation for healthcare,0.0737,7.37%,5.67%,0.0567
origin,AK,Alaska,Care,animal welfare,0.1268,12.68%,2.79%,0.0279
origin,AK,Alaska,Care,navigating the system,0.1268,12.68%,20.03%,0.2003
origin,AK,Alaska,Care,bereavement,0.1268,12.68%,2.42%,0.0242
origin,AK,Alaska,Care,daytime care,0.1268,12.68%,2.74%,0.0274
origin,AK,Alaska,Care,residential care,0.1268,12.68%,1.98%,0.0198
origin,AK,Alaska,Care,support groups,0.1268,12.68%,8.56%,0.0856
origin,AK,Alaska,Care,support network,0.1268,12.68%,48.27%,0.4827
origin,AK,Alaska,Care,preschool,0.1268,12.68%,1.04%,0.0104
origin,AK,Alaska,Care,physical safety,0.1268,12.68%,3.17%,0.0317
origin,AK,Alaska,Care,burial & funeral help,0.1268,12.68%,2.35%,0.0235
origin,AK,Alaska,Health,help pay for healthcare,0.1454,14.54%,16.98%,0.1698
origin,AK,Alaska,Health,medical supplies,0.1454,14.54%,6.95%,0.0695
origin,AK,Alaska,Health,end-of-life care,0.1454,14.54%,7.46%,0.0746
origin,AK,Alaska,Health,dental care,0.1454,14.54%,1.43%,0.0143
origin,AK,Alaska,Health,sexual and reproductive health,0.1454,14.54%,1.99%,0.0199
origin,AK,Alaska,Health,mental health care,0.1454,14.54%,10.99%,0.1099
origin,AK,Alaska,Health,vision care,0.1454,14.54%,1.47%,0.0147
origin,AK,Alaska,Health,health education,0.1454,14.54%,12.82%,0.1282
origin,AK,Alaska,Health,medical care,0.1454,14.54%,18.42%,0.1842
origin,AK,Alaska,Health,addiction & recovery,0.1454,14.54%,3.64%,0.0364
origin,AK,Alaska,Health,community support services,0.1454,14.54%,6.68%,0.0668
origin,AK,Alaska,Other,benelynk,0.2224,22.24%,12.42%,0.1242
origin,AK,Alaska,Other,other,0.2224,22.24%,75.84%,0.7584
origin,AK,Alaska,Other,assistance,0.2224,22.24%,1.38%,0.0138
origin,AK,Alaska,Food,food pantry,0.0726,7.26%,37.66%,0.3766
origin,AK,Alaska,Food,nutrition education,0.0726,7.26%,5.62%,0.0562
origin,AK,Alaska,Food,help pay for food,0.0726,7.26%,9.88%,0.0988
origin,AK,Alaska,Food,meals,0.0726,7.26%,5.13%,0.0513
origin,AK,Alaska,Food,emergency food,0.0726,7.26%,25.38%,0.2538
origin,AK,Alaska,Food,government food benefits,0.0726,7.26%,5.91%,0.0591
origin,AK,Alaska,Food,food delivery,0.0726,7.26%,9.09%,0.0909
origin,AK,Alaska,Goods,toys & gifts,0.0292,2.92%,20.03%,0.2003
origin,AK,Alaska,Goods,clothing vouchers,0.0292,2.92%,5.54%,0.0554
origin,AK,Alaska,Goods,baby clothes,0.0292,2.92%,1.76%,0.0176
origin,AK,Alaska,Goods,assistive technology,0.0292,2.92%,2.05%,0.0205
origin,AK,Alaska,Goods,clothes for work,0.0292,2.92%,2.84%,0.0284
origin,AK,Alaska,Goods,blankets & fans,0.0292,2.92%,1.26%,0.0126
origin,AK,Alaska,Goods,home goods,0.0292,2.92%,12.64%,0.1264
origin,AK,Alaska,Goods,books,0.0292,2.92%,1.34%,0.0134
origin,AK,Alaska,Goods,personal safety,0.0292,2.92%,5%,0.05
origin,AK,Alaska,Goods,diapers & formula,0.0292,2.92%,6.45%,0.0645
origin,AK,Alaska,Goods,furniture,0.0292,2.92%,6.58%,0.0658
origin,AK,Alaska,Goods,supplies for school,0.0292,2.92%,1.19%,0.0119
origin,AK,Alaska,Goods,baby supplies,0.0292,2.92%,7.72%,0.0772
origin,AK,Alaska,Goods,personal care items,0.0292,2.92%,1.04%,0.0104
origin,AK,Alaska,Goods,clothing,0.0292,2.92%,22.23%,0.2223
origin,AK,Alaska,Legal,mediation,0.0179,1.79%,4.92%,0.0492
origin,AK,Alaska,Legal,identification recovery,0.0179,1.79%,2.46%,0.0246
origin,AK,Alaska,Legal,advocacy & legal aid,0.0179,1.79%,63.62%,0.6362
origin,AK,Alaska,Legal,citizenship & immigration,0.0179,1.79%,3.18%,0.0318
origin,AK,Alaska,Legal,discrimination & civil rights,0.0179,1.79%,1.45%,0.0145
origin,AK,Alaska,Legal,workplace rights,0.0179,1.79%,5.2%,0.052
origin,AK,Alaska,Legal,translation & interpretation,0.0179,1.79%,10.39%,0.1039
origin,AK,Alaska,Legal,representation,0.0179,1.79%,7.41%,0.0741
origin,AK,Alaska,Education,skills & training,0.0468,4.68%,27.03%,0.2703
origin,AK,Alaska,Education,supported employment,0.0468,4.68%,3.15%,0.0315
origin,AK,Alaska,Education,specialized training,0.0468,4.68%,2.13%,0.0213
origin,AK,Alaska,Education,more education,0.0468,4.68%,58.99%,0.5899
origin,AK,Alaska,Education,help find school,0.0468,4.68%,1.91%,0.0191
origin,AK,Alaska,Education,screening & exams,0.0468,4.68%,3.36%,0.0336
"",AL,Alabama,origin,origin,0,"","",0
origin,AL,Alabama,Education,skills & training,0.0139,1.39%,20.34%,0.2034
origin,AL,Alabama,Education,english as a second language (esl),0.0139,1.39%,4.53%,0.0453
origin,AL,Alabama,Education,computer class,0.0139,1.39%,3.87%,0.0387
origin,AL,Alabama,Education,tutoring,0.0139,1.39%,2.73%,0.0273
origin,AL,Alabama,Education,more education,0.0139,1.39%,31.44%,0.3144
origin,AL,Alabama,Education,alternative education,0.0139,1.39%,2.3%,0.023
origin,AL,Alabama,Education,help find school,0.0139,1.39%,3.48%,0.0348
origin,AL,Alabama,Education,specialized training,0.0139,1.39%,6.24%,0.0624
origin,AL,Alabama,Education,ged/high-school equivalency,0.0139,1.39%,4.91%,0.0491
origin,AL,Alabama,Education,screening & exams,0.0139,1.39%,2.28%,0.0228
origin,AL,Alabama,Education,skills assessment,0.0139,1.39%,1.27%,0.0127
origin,AL,Alabama,Education,supported employment,0.0139,1.39%,9.3%,0.093
origin,AL,Alabama,Education,basic literacy,0.0139,1.39%,1.58%,0.0158
origin,AL,Alabama,Education,special education,0.0139,1.39%,1.99%,0.0199
origin,AL,Alabama,Work,interview training,0.0048,0.48%,1.84%,0.0184
origin,AL,Alabama,Work,work,0.0048,0.48%,4.1%,0.041
origin,AL,Alabama,Work,help find work,0.0048,0.48%,44.6%,0.446
origin,AL,Alabama,Work,job placement,0.0048,0.48%,42.65%,0.4265
origin,AL,Alabama,Work,resume development,0.0048,0.48%,3.4%,0.034
origin,AL,Alabama,Housing,health & safety,0.1902,19.02%,1.26%,0.0126
origin,AL,Alabama,Housing,temporary shelter,0.1902,19.02%,5.64%,0.0564
origin,AL,Alabama,Housing,long-term housing,0.1902,19.02%,2.65%,0.0265
origin,AL,Alabama,Housing,maintenance & repairs,0.1902,19.02%,5.68%,0.0568
origin,AL,Alabama,Housing,help pay for utilities,0.1902,19.02%,29.16%,0.2916
origin,AL,Alabama,Housing,residential housing,0.1902,19.02%,2.81%,0.0281
origin,AL,Alabama,Housing,help pay for housing,0.1902,19.02%,21.6%,0.216
origin,AL,Alabama,Housing,help find housing,0.1902,19.02%,7.06%,0.0706
origin,AL,Alabama,Housing,short-term housing,0.1902,19.02%,3.57%,0.0357
origin,AL,Alabama,Housing,housing,0.1902,19.02%,1.76%,0.0176
origin,AL,Alabama,Housing,help pay for internet or phone,0.1902,19.02%,3.48%,0.0348
origin,AL,Alabama,Housing,housing vouchers,0.1902,19.02%,2.99%,0.0299
origin,AL,Alabama,Housing,public housing,0.1902,19.02%,1.27%,0.0127
origin,AL,Alabama,Housing,efficiency upgrades,0.1902,19.02%,1.28%,0.0128
origin,AL,Alabama,Legal,representation,0.0075,0.75%,17.89%,0.1789
origin,AL,Alabama,Legal,citizenship & immigration,0.0075,0.75%,9.38%,0.0938
origin,AL,Alabama,Legal,legal aid,0.0075,0.75%,1.02%,0.0102
origin,AL,Alabama,Legal,advocacy & legal aid,0.0075,0.75%,44.99%,0.4499
origin,AL,Alabama,Legal,workplace rights,0.0075,0.75%,3.83%,0.0383
origin,AL,Alabama,Legal,translation & interpretation,0.0075,0.75%,6.19%,0.0619
origin,AL,Alabama,Legal,mediation,0.0075,0.75%,4.08%,0.0408
origin,AL,Alabama,Legal,discrimination & civil rights,0.0075,0.75%,3.89%,0.0389
origin,AL,Alabama,Legal,identification recovery,0.0075,0.75%,3.72%,0.0372
origin,AL,Alabama,Legal,legal,0.0075,0.75%,1.97%,0.0197
origin,AL,Alabama,Postal,postal,0.1457,14.57%,100%,1
origin,AL,Alabama,Other,other,0.2527,25.27%,82.87%,0.8287
origin,AL,Alabama,Food,emergency food,0.1175,11.75%,6.22%,0.0622
origin,AL,Alabama,Food,food delivery,0.1175,11.75%,11.2%,0.112
origin,AL,Alabama,Food,government food benefits,0.1175,11.75%,4.78%,0.0478
origin,AL,Alabama,Food,help pay for food,0.1175,11.75%,7.77%,0.0777
origin,AL,Alabama,Food,nutrition education,0.1175,11.75%,1.66%,0.0166
origin,AL,Alabama,Food,meals,0.1175,11.75%,6.11%,0.0611
origin,AL,Alabama,Food,food,0.1175,11.75%,2.85%,0.0285
origin,AL,Alabama,Food,food pantry,0.1175,11.75%,58.24%,0.5824
origin,AL,Alabama,Care,adoption & foster care,0.0452,4.52%,1.12%,0.0112
origin,AL,Alabama,Care,animal welfare,0.0452,4.52%,5.95%,0.0595
origin,AL,Alabama,Care,relief for caregivers,0.0452,4.52%,2.22%,0.0222
origin,AL,Alabama,Care,childcare,0.0452,4.52%,1.68%,0.0168
origin,AL,Alabama,Care,preschool,0.0452,4.52%,1.23%,0.0123
origin,AL,Alabama,Care,bereavement,0.0452,4.52%,2.22%,0.0222
origin,AL,Alabama,Care,daytime care,0.0452,4.52%,2.06%,0.0206
origin,AL,Alabama,Care,recreation,0.0452,4.52%,1.25%,0.0125
origin,AL,Alabama,Care,support groups,0.0452,4.52%,18.63%,0.1863
origin,AL,Alabama,Care,day camp,0.0452,4.52%,1.08%,0.0108
origin,AL,Alabama,Care,navigating the system,0.0452,4.52%,9.2%,0.092
origin,AL,Alabama,Care,residential care,0.0452,4.52%,1.69%,0.0169
origin,AL,Alabama,Care,head start,0.0452,4.52%,2.33%,0.0233
origin,AL,Alabama,Care,support network,0.0452,4.52%,21.49%,0.2149
origin,AL,Alabama,Care,burial & funeral help,0.0452,4.52%,5.73%,0.0573
origin,AL,Alabama,Care,physical safety,0.0452,4.52%,1.79%,0.0179
origin,AL,Alabama,Care,adult daycare,0.0452,4.52%,1.01%,0.0101
origin,AL,Alabama,Care,disaster response,0.0452,4.52%,1.05%,0.0105
origin,AL,Alabama,Care,elder care,0.0452,4.52%,3.29%,0.0329
origin,AL,Alabama,Care,case management,0.0452,4.52%,1.08%,0.0108
origin,AL,Alabama,Goods,support & service animals,0.0282,2.82%,1.2%,0.012
origin,AL,Alabama,Goods,clothing vouchers,0.0282,2.82%,1.45%,0.0145
origin,AL,Alabama,Goods,home goods,0.0282,2.82%,7.15%,0.0715
origin,AL,Alabama,Goods,clothes for work,0.0282,2.82%,1.61%,0.0161
origin,AL,Alabama,Goods,personal care items,0.0282,2.82%,4.26%,0.0426
origin,AL,Alabama,Goods,books,0.0282,2.82%,1.08%,0.0108
origin,AL,Alabama,Goods,personal safety,0.0282,2.82%,2.83%,0.0283
origin,AL,Alabama,Goods,furniture,0.0282,2.82%,9.12%,0.0912
origin,AL,Alabama,Goods,diapers & formula,0.0282,2.82%,7%,0.07
origin,AL,Alabama,Goods,baby supplies,0.0282,2.82%,7%,0.07
origin,AL,Alabama,Goods,toys & gifts,0.0282,2.82%,9.02%,0.0902
origin,AL,Alabama,Goods,efficient appliances,0.0282,2.82%,2.49%,0.0249
origin,AL,Alabama,Goods,clothes for school,0.0282,2.82%,1.28%,0.0128
origin,AL,Alabama,Goods,baby clothes,0.0282,2.82%,2.34%,0.0234
origin,AL,Alabama,Goods,blankets & fans,0.0282,2.82%,1.35%,0.0135
origin,AL,Alabama,Goods,clothing,0.0282,2.82%,25.71%,0.2571
origin,AL,Alabama,Goods,assistive technology,0.0282,2.82%,4.96%,0.0496
origin,AL,Alabama,Goods,supplies for school,0.0282,2.82%,2.02%,0.0202
origin,AL,Alabama,Money,financial assistance,0.0724,7.24%,52.29%,0.5229
origin,AL,Alabama,Money,help pay for car,0.0724,7.24%,8.9%,0.089
origin,AL,Alabama,Money,emergency payments,0.0724,7.24%,4.1%,0.041
origin,AL,Alabama,Money,help pay for childcare,0.0724,7.24%,2.55%,0.0255
origin,AL,Alabama,Money,understand government programs,0.0724,7.24%,2.39%,0.0239
origin,AL,Alabama,Money,help pay for school,0.0724,7.24%,2.56%,0.0256
origin,AL,Alabama,Money,money,0.0724,7.24%,1.68%,0.0168
origin,AL,Alabama,Money,financial aid & loans,0.0724,7.24%,5.49%,0.0549
origin,AL,Alabama,Money,government benefits,0.0724,7.24%,5%,0.05
origin,AL,Alabama,Money,financial education,0.0724,7.24%,1.58%,0.0158
origin,AL,Alabama,Money,personal loans,0.0724,7.24%,3.9%,0.039
origin,AL,Alabama,Money,financial,0.0724,7.24%,1.12%,0.0112
origin,AL,Alabama,Health,mental health care,0.072,7.2%,5.05%,0.0505
origin,AL,Alabama,Health,help pay for healthcare,0.072,7.2%,13.74%,0.1374
origin,AL,Alabama,Health,prescription assistance,0.072,7.2%,6.34%,0.0634
origin,AL,Alabama,Health,addiction & recovery,0.072,7.2%,1.72%,0.0172
origin,AL,Alabama,Health,individual counseling,0.072,7.2%,1.03%,0.0103
origin,AL,Alabama,Health,end-of-life care,0.072,7.2%,2.46%,0.0246
origin,AL,Alabama,Health,in-home support,0.072,7.2%,3.72%,0.0372
origin,AL,Alabama,Health,medical care,0.072,7.2%,7.05%,0.0705
origin,AL,Alabama,Health,community support services,0.072,7.2%,3.1%,0.031
origin,AL,Alabama,Health,health insurance,0.072,7.2%,2.41%,0.0241
origin,AL,Alabama,Health,medical supplies,0.072,7.2%,6.51%,0.0651
origin,AL,Alabama,Health,vision care,0.072,7.2%,2.31%,0.0231
origin,AL,Alabama,Health,disability benefits,0.072,7.2%,3.85%,0.0385
origin,AL,Alabama,Health,exercise & fitness,0.072,7.2%,1.11%,0.0111
origin,AL,Alabama,Health,counseling,0.072,7.2%,1.58%,0.0158
origin,AL,Alabama,Health,health education,0.072,7.2%,4.66%,0.0466
origin,AL,Alabama,Health,dental care,0.072,7.2%,5.7%,0.057
origin,AL,Alabama,Transit,transportation,0.0498,4.98%,47.77%,0.4777
origin,AL,Alabama,Transit,transportation for healthcare,0.0498,4.98%,26.36%,0.2636
origin,AL,Alabama,Transit,bus passes,0.0498,4.98%,3.91%,0.0391
origin,AL,Alabama,Transit,transportation for school,0.0498,4.98%,1.26%,0.0126
origin,AL,Alabama,Transit,help pay for transit,0.0498,4.98%,7.68%,0.0768
